City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Ferrieres,BE,2021-09-08 13:05:06,50.4016,5.6109,81.43,44,8,9.98
294,Kozluk,TR,2021-09-08 13:05:07,38.1938,41.4885,97.59,9,0,7.83
295,Huangchuan,CN,2021-09-08 13:05:07,32.1272,115.0394,75.43,69,100,5.84
296,Bodden Town,KY,2021-09-08 13:05:07,19.2833,-81.25,86.0,77,20,4.0
297,Opuwo,NA,2021-09-08 13:05:08,-18.0607,13.84,93.27,9,17,4.16
298,Araouane,ML,2021-09-08 13:05:08,18.9048,-3.5265,108.72,8,8,16.08
299,Gidole,ET,2021-09-08 13:05:09,5.65,37.3667,65.28,60,76,4.74
300,Puerto Narino,CO,2021-09-08 13:05:09,-3.7703,-70.3831,78.75,79,75,3.33
301,Bonavista,CA,2021-09-08 13:05:09,48.6499,-53.1147,67.12,77,2,17.25
302,Brest,BY,2021-09-08 13:05:10,52.1,23.7,71.56,43,10,6.71
303,Hoquiam,US,2021-09-08 13:05:10,46.9809,-123.8893,62.42,65,90,3.44
304,Leninskoye,KZ,2021-09-08 13:05:11,41.7589,69.3864,94.93,14,5,14.34
305,Pisco,PE,2021-09-08 13:05:11,-13.7,-76.2167,64.45,72,50,6.91
306,Kasongo-Lunda,CD,2021-09-08 13:02:16,-6.4667,16.8167,99.16,24,97,3.42
307,Filadelfia,US,2021-09-08 13:02:43,39.9523,-75.1638,76.03,85,75,5.01
308,Houma,US,2021-09-08 13:05:12,29.5958,-90.7195,79.99,94,1,2.91
309,Vao,NC,2021-09-08 13:05:12,-22.6667,167.4833,67.69,61,22,20.4
310,Mareeba,AU,2021-09-08 13:05:12,-17.0,145.4333,65.44,81,99,10.27
311,Pochutla,MX,2021-09-08 13:05:13,15.7432,-96.4661,75.02,82,74,3.22
312,Santarem,BR,2021-09-08 13:05:13,-2.4431,-54.7083,86.13,70,0,11.5
313,Ambon,ID,2021-09-08 13:05:13,-3.6954,128.1814,77.14,94,75,5.75
314,Nara,JP,2021-09-08 13:05:14,34.6851,135.8049,76.28,94,100,3.94
315,Jorpeland,NO,2021-09-08 13:05:14,59.0225,6.0408,69.96,83,68,3.04
316,Coihaique,CL,2021-09-08 13:05:15,-45.5752,-72.0662,48.81,66,75,3.44
317,Ilheus,BR,2021-09-08 13:02:41,-14.7889,-39.0494,79.41,67,51,6.2
318,Vanavara,RU,2021-09-08 13:05:15,60.34,102.2797,43.65,97,100,3.31
319,Vung Tau,VN,2021-09-08 13:05:15,10.346,107.0843,81.68,82,71,16.04
320,Zhongshu,CN,2021-09-08 13:05:16,24.5167,103.7667,61.36,95,12,3.51
321,Cidreira,BR,2021-09-08 13:05:16,-30.1811,-50.2056,63.81,93,100,22.84
322,Moissala,TD,2021-09-08 13:05:16,8.3404,17.7663,86.72,60,82,4.56
323,Laguna,US,2021-09-08 13:04:38,38.421,-121.4238,86.5,65,1,0.0
324,Ilulissat,GL,2021-09-08 13:05:17,69.2167,-51.1,37.42,60,75,6.91
325,Petatlan,MX,2021-09-08 13:05:17,17.5167,-101.2667,76.8,84,90,3.69
326,Leningradskiy,RU,2021-09-08 13:05:17,69.3833,178.4167,29.26,88,98,4.16
327,North Bend,US,2021-09-08 13:05:14,43.4065,-124.2243,58.95,99,90,0.0
328,Killybegs,IE,2021-09-08 13:05:18,54.6333,-8.45,65.91,82,100,4.88
329,Nyurba,RU,2021-09-08 13:05:18,63.2842,118.3319,50.45,83,9,3.91
330,Jian,CN,2021-09-08 13:05:18,27.1172,114.9793,79.86,81,99,5.32
331,Khani,GE,2021-09-08 13:05:19,41.9563,42.9566,62.17,74,98,2.13
332,Miyako,JP,2021-09-08 13:05:19,39.6367,141.9525,65.44,93,100,8.19
333,Shache,CN,2021-09-08 13:05:19,38.4167,77.2406,86.4,12,0,6.93
334,Ivanteyevka,RU,2021-09-08 13:05:20,55.9711,37.9208,59.34,85,100,11.48
335,Tan An,VN,2021-09-08 13:05:20,10.5333,106.4167,80.62,92,100,5.61
336,Yaroslavl,RU,2021-09-08 13:05:20,57.6299,39.8737,57.0,77,75,15.66
337,Niamey,NE,2021-09-08 13:05:21,13.5137,2.1098,94.12,38,99,16.78
338,Padang,ID,2021-09-08 13:04:46,-0.9492,100.3543,75.25,89,100,2.06
339,Fostoria,US,2021-09-08 13:05:21,41.157,-83.4169,69.1,88,15,7.0
340,Edgewater,US,2021-09-08 13:02:49,28.9889,-80.9023,81.09,83,1,0.0
341,Sonda,EE,2021-09-08 13:05:21,59.3436,26.8364,66.83,66,100,12.68
342,Zyryanovsk,KZ,2021-09-08 13:05:22,49.7386,84.2719,73.74,31,3,3.0
343,Haines Junction,CA,2021-09-08 13:05:23,60.7522,-137.5108,44.92,89,92,1.07
344,Sisimiut,GL,2021-09-08 13:05:23,66.9395,-53.6735,41.23,64,100,3.56
345,Manggar,ID,2021-09-08 13:05:23,-2.8833,108.2667,79.43,82,10,6.89
346,General Pico,AR,2021-09-08 13:05:24,-35.6566,-63.7568,47.98,92,100,20.65
347,Kayes,ML,2021-09-08 13:05:24,14.0,-11.0,90.36,54,94,1.57
348,Rabo De Peixe,PT,2021-09-08 13:05:25,37.8,-25.5833,72.91,68,75,6.91
349,Nelson Bay,AU,2021-09-08 13:05:25,-32.7167,152.15,58.08,88,0,1.01
350,Gat,IL,2021-09-08 13:05:25,31.61,34.7642,92.39,38,0,13.02
351,Sinnamary,GF,2021-09-08 13:05:26,5.3833,-52.95,84.04,72,100,8.57
352,Buraydah,SA,2021-09-08 13:05:26,26.326,43.975,107.46,7,0,13.67
353,Omsukchan,RU,2021-09-08 13:05:27,62.5333,155.8,27.95,85,100,14.9
354,Surin,TH,2021-09-08 13:05:27,14.8818,103.4936,77.45,89,100,6.13
355,Saint-Pierre,RE,2021-09-08 13:05:27,-21.3393,55.4781,76.68,57,0,10.36
356,Taft,IR,2021-09-08 13:05:28,31.7471,54.2088,85.82,12,0,15.68
357,Lodja,CD,2021-09-08 13:05:28,-3.4833,23.4333,93.47,36,84,2.1
358,Namibe,AO,2021-09-08 13:05:29,-15.1961,12.1522,72.0,76,45,10.2
359,Pemangkat,ID,2021-09-08 13:05:29,1.1667,108.9667,78.53,86,100,7.09
360,Kuzhener,RU,2021-09-08 13:05:29,56.8111,48.9128,52.9,82,100,9.75
361,Mariinskiy Posad,RU,2021-09-08 13:05:30,56.115,47.718,58.14,73,100,12.97
362,Davidson,US,2021-09-08 13:05:30,36.1501,-86.7833,72.39,81,20,5.01
363,Boyolangu,ID,2021-09-08 13:05:31,-8.1181,111.8935,74.12,92,67,7.76
364,Cururupu,BR,2021-09-08 13:05:31,-1.8283,-44.8683,84.13,67,56,7.85
365,Mikhaylovskoye,RU,2021-09-08 13:05:31,51.8239,79.7172,71.31,37,84,11.34
366,Bari,IT,2021-09-08 13:05:32,41.1177,16.8512,82.85,65,20,8.99
367,Honningsvag,NO,2021-09-08 13:05:33,70.9821,25.9704,41.54,71,100,10.04
368,Kieta,PG,2021-09-08 13:05:33,-6.2167,155.6333,78.22,82,100,7.07
369,Great Falls,US,2021-09-08 13:03:38,47.5002,-111.3008,55.42,60,1,0.0
370,Kirensk,RU,2021-09-08 13:05:33,57.7853,108.1119,46.96,67,98,1.5
371,Urucara,BR,2021-09-08 13:05:34,-2.5364,-57.76,89.04,50,93,4.27
372,San Andres,CO,2021-09-08 13:05:35,12.5847,-81.7006,84.22,79,40,6.91
373,Pella,RU,2021-09-08 13:05:35,59.7775,30.8181,62.65,72,100,14.32
374,Pesochenskiy,RU,2021-09-08 13:05:35,54.1733,36.1094,59.29,51,100,13.51
375,Bambous Virieux,MU,2021-09-08 13:05:35,-20.3428,57.7575,73.22,68,35,16.06
376,Kokoda,PG,2021-09-08 13:05:36,-8.8785,147.7407,73.04,98,100,1.54
377,Sao Raimundo Nonato,BR,2021-09-08 13:05:36,-9.0153,-42.6994,86.88,35,35,11.27
378,Nome,US,2021-09-08 13:05:36,64.5011,-165.4064,44.67,87,90,0.0
379,Vostok,RU,2021-09-08 13:05:37,46.4856,135.8833,52.9,97,100,2.84
380,Kargasok,RU,2021-09-08 13:05:37,59.0556,80.8572,49.48,95,100,10.49
381,Kamenka,RU,2021-09-08 13:05:37,51.3223,42.7678,62.06,37,100,13.73
382,San Ramon,US,2021-09-08 13:05:38,37.7799,-121.978,70.66,70,1,0.0
383,Tombouctou,ML,2021-09-08 13:05:38,20.0,-3.0,109.89,7,10,12.88
384,Wana,PK,2021-09-08 13:05:39,32.2989,69.5725,85.59,44,15,11.68
385,Portland,US,2021-09-08 13:01:25,45.5234,-122.6762,65.86,72,1,0.0
386,Wexford,IE,2021-09-08 13:05:39,52.3342,-6.4575,73.53,87,100,10.02
387,Beterou,BJ,2021-09-08 13:05:39,9.1992,2.2586,86.76,57,39,4.16
388,Xingcheng,CN,2021-09-08 13:05:40,40.6167,120.7167,71.85,87,65,11.72
389,Van,TR,2021-09-08 13:05:40,38.4924,43.3831,76.35,41,20,6.91
390,Bara,NG,2021-09-08 13:05:41,10.3744,10.7288,87.4,55,49,8.81
391,Mbalmayo,CM,2021-09-08 13:05:41,3.5167,11.5,71.73,92,100,1.81
392,Kenora,CA,2021-09-08 13:05:42,49.8167,-94.4337,57.18,100,90,6.91
393,Komsomolskiy,UZ,2021-09-08 13:05:42,40.4272,71.7189,93.92,11,0,6.91
394,Pampa,US,2021-09-08 13:05:42,35.5362,-100.9599,63.55,82,1,11.5
395,Kirovskiy,RU,2021-09-08 13:05:42,45.0917,133.5136,55.69,95,13,3.89
396,Petit Goave,HT,2021-09-08 13:05:43,18.4314,-72.8669,86.18,72,1,1.95
397,Anadyr,RU,2021-09-08 13:05:43,64.75,177.4833,42.06,93,100,16.37
398,Kruisfontein,ZA,2021-09-08 13:05:44,-34.0033,24.7314,69.89,33,12,13.65
399,Chicama,PE,2021-09-08 13:05:44,-7.8447,-79.1469,59.54,82,57,4.45
400,Sirohi,IN,2021-09-08 13:05:44,24.8833,72.8667,87.91,63,95,8.12
401,Sala Consilina,IT,2021-09-08 13:05:45,40.3912,15.5989,78.3,34,100,1.7
402,Bandundu,CD,2021-09-08 13:05:45,-3.3167,17.3667,98.65,30,92,4.16
403,Tautira,PF,2021-09-08 13:01:54,-17.7333,-149.15,75.22,78,41,13.47
404,Cap Malheureux,MU,2021-09-08 13:01:17,-19.9842,57.6142,73.47,65,11,8.99
405,Zhangjiakou,CN,2021-09-08 13:01:57,40.81,114.8794,63.43,65,13,2.89
406,Rognan,NO,2021-09-08 13:05:46,67.0953,15.3878,51.94,94,99,12.08
407,Sao Filipe,CV,2021-09-08 13:05:46,14.8961,-24.4956,78.21,76,53,11.74
408,Bardiyah,LY,2021-09-08 13:05:46,31.7561,25.0865,81.75,62,7,10.25
409,Nadym,RU,2021-09-08 13:05:47,65.5333,72.5167,50.32,44,100,7.7
410,Kedrovyy,RU,2021-09-08 13:05:47,56.1667,91.8167,57.61,67,98,8.5
411,Peking,CN,2021-09-08 13:04:37,39.9075,116.3972,71.49,75,22,1.99
412,Ngunguru,NZ,2021-09-08 13:05:47,-35.6167,174.5,50.16,69,68,13.98
413,Hamilton,US,2021-09-08 13:03:28,39.1834,-84.5333,70.38,89,90,4.61
414,Tigil,RU,2021-09-08 13:05:48,57.8,158.6667,33.17,82,6,3.36
415,Pangoa,PE,2021-09-08 13:05:48,-12.1167,-73.0,75.52,66,59,1.74
416,The Valley,AI,2021-09-08 13:05:48,18.217,-63.0578,87.66,70,20,6.91
417,Skjervoy,NO,2021-09-08 13:05:49,70.0311,20.9714,50.0,94,100,21.05
418,Fort-Shevchenko,KZ,2021-09-08 13:05:49,44.5086,50.263,65.55,40,99,15.05
419,Aklavik,CA,2021-09-08 13:05:49,68.2191,-135.0107,45.46,72,100,6.24
420,Amvrosiyivka,UA,2021-09-08 13:05:50,47.7935,38.4777,70.0,24,100,3.09
421,Luanda,AO,2021-09-08 13:03:36,-8.8368,13.2343,78.8,73,40,6.91
422,Yulara,AU,2021-09-08 13:05:50,-25.2406,130.9889,57.97,16,0,12.08
423,Saldanha,ZA,2021-09-08 13:05:50,-33.0117,17.9442,59.85,70,39,18.19
424,Nova Olinda Do Norte,BR,2021-09-08 13:05:51,-3.8881,-59.0942,88.38,50,98,4.16
425,Emerald,AU,2021-09-08 13:05:51,-23.5333,148.1667,58.28,68,0,11.86
426,Changji,CN,2021-09-08 13:05:52,44.0167,87.3167,90.39,14,0,4.47
427,Watsa,CD,2021-09-08 13:05:52,3.0372,29.5355,79.54,64,77,1.68
428,Broken Hill,AU,2021-09-08 13:05:52,-31.95,141.4333,60.12,41,3,5.99
429,Marsh Harbour,BS,2021-09-08 13:05:38,26.5412,-77.0636,82.69,73,44,2.53
430,Vidim,RU,2021-09-08 13:05:53,56.4088,103.1106,38.66,81,53,3.71
431,Guanica,PR,2021-09-08 13:05:53,17.9716,-66.908,87.44,66,0,5.01
432,Baykit,RU,2021-09-08 13:05:53,61.67,96.37,51.08,89,98,2.77
433,Mahon,ES,2021-09-08 13:05:54,39.8885,4.2658,82.96,65,0,17.27
434,Barranca,PE,2021-09-08 13:05:54,-10.75,-77.7667,60.57,87,100,7.0
435,Luchegorsk,RU,2021-09-08 13:05:54,46.4764,134.2569,57.31,96,99,3.0
436,Gumdag,TM,2021-09-08 13:05:54,39.2061,54.5906,88.18,23,0,14.79
437,Sukhovolya,UA,2021-09-08 13:05:55,49.8243,23.8377,73.62,46,40,6.71
438,Constitucion,CL,2021-09-08 13:02:01,-35.3333,-72.4167,51.17,66,0,5.3
439,Vavuniya,LK,2021-09-08 13:05:55,8.7514,80.4971,83.32,59,0,8.3
440,Feldkirchen An Der Donau,AT,2021-09-08 13:05:55,48.3452,14.0513,81.16,44,0,12.66
441,Srednekolymsk,RU,2021-09-08 13:05:56,67.45,153.6833,31.91,96,100,18.14
442,Seoul,KR,2021-09-08 13:02:20,37.5683,126.9778,71.04,79,0,1.97
443,Poum,NC,2021-09-08 13:05:56,-20.2333,164.0167,69.87,62,100,15.82
444,At-Bashi,KG,2021-09-08 13:05:56,41.1702,75.8106,69.76,22,0,5.1
445,Mogadishu,SO,2021-09-08 13:05:56,2.0371,45.3438,79.45,73,20,18.84
446,Kahului,US,2021-09-08 13:05:57,20.8947,-156.47,75.22,69,1,13.8
447,Wheeling,US,2021-09-08 13:05:57,42.1392,-87.929,63.99,77,1,3.44
448,Kavieng,PG,2021-09-08 13:05:58,-2.5744,150.7967,79.34,87,100,21.88
449,Puerto Maldonado,PE,2021-09-08 13:05:58,-12.6,-69.1833,82.83,54,8,4.65
450,Chateauroux,FR,2021-09-08 13:03:08,46.8167,1.7,84.2,54,75,11.5
451,Presidencia Roque Saenz Pena,AR,2021-09-08 13:04:55,-26.7852,-60.4388,63.48,61,86,17.94
452,Zhengjiatun,CN,2021-09-08 13:05:19,43.5064,123.5064,62.26,89,0,12.55
453,Riviere-Au-Renard,CA,2021-09-08 13:05:58,48.9957,-64.3971,61.3,76,38,5.84
454,Awbari,LY,2021-09-08 13:05:59,26.5921,12.7805,95.36,26,0,8.9
455,Pointe Michel,DM,2021-09-08 13:05:59,15.25,-61.3833,83.39,70,39,9.48
456,Sur,OM,2021-09-08 13:05:59,22.5667,59.5289,91.67,53,100,12.15
457,Odessa,UA,2021-09-08 13:06:00,46.4775,30.7326,71.53,26,0,2.24
458,Along,IN,2021-09-08 13:06:00,28.1667,94.7667,75.67,84,27,0.98
459,Jacqueville,CI,2021-09-08 13:06:00,5.2052,-4.4146,82.31,84,97,10.71
460,Aykhal,RU,2021-09-08 13:06:01,66.0,111.5,51.84,63,100,5.08
461,Georgetown,MY,2021-09-08 13:03:44,5.4112,100.3354,76.93,88,20,0.0
462,Sosnovo-Ozerskoye,RU,2021-09-08 13:06:01,52.5249,111.5418,40.68,88,100,11.68
463,Ketchikan,US,2021-09-08 13:06:02,55.3422,-131.6461,54.07,94,90,6.91
464,Lianyuan,CN,2021-09-08 13:06:02,27.6883,111.6642,78.85,77,61,1.45
465,Abalak,RU,2021-09-08 13:06:02,58.1286,68.5944,52.81,45,75,6.17
466,Vuktyl,RU,2021-09-08 13:06:03,63.8567,57.3094,43.12,73,100,8.03
467,Khawhai,IN,2021-09-08 13:06:03,23.3667,93.1167,61.97,99,100,0.81
468,Apolda,DE,2021-09-08 13:06:03,51.0167,11.5,80.04,52,61,8.03
469,Burnie,AU,2021-09-08 13:06:04,-41.0667,145.9167,53.4,77,73,13.96
470,Valley,US,2021-09-08 13:06:04,45.1277,-116.1262,56.61,23,6,4.56
471,Rio Gallegos,AR,2021-09-08 13:06:04,-51.6226,-69.2181,53.65,47,40,14.97
472,Talara,PE,2021-09-08 13:06:05,-4.5772,-81.2719,66.45,77,69,14.81
473,George Town,MY,2021-09-08 13:03:44,5.4112,100.3354,76.93,88,20,0.0
474,Revda,RU,2021-09-08 13:06:06,56.801,59.9303,47.21,93,100,13.51
475,Cedar City,US,2021-09-08 13:06:06,37.6775,-113.0619,63.39,32,1,3.44
476,Port Blair,IN,2021-09-08 13:06:06,11.6667,92.75,80.49,85,100,13.15
477,Sabya,SA,2021-09-08 13:06:06,17.1495,42.6254,95.92,54,53,10.98
478,Camp Verde,US,2021-09-08 13:06:07,34.5636,-111.8543,76.48,28,0,2.91
479,Bilibino,RU,2021-09-08 13:06:07,68.0546,166.4372,27.3,87,99,4.94
480,Bremervorde,DE,2021-09-08 13:06:07,53.4833,9.1333,80.13,51,7,6.08
481,Sola,VU,2021-09-08 13:06:08,-13.8833,167.55,77.76,74,100,23.85
482,Tual,ID,2021-09-08 13:06:08,-5.6667,132.75,80.22,79,97,24.36
483,Cherskiy,RU,2021-09-08 13:06:08,68.75,161.3,28.6,91,31,7.25
484,Horki,BY,2021-09-08 13:06:08,54.2861,30.9842,65.97,47,74,12.28
485,Kungurtug,RU,2021-09-08 13:06:09,50.5994,97.5228,49.06,58,0,3.24
486,Palanpur,IN,2021-09-08 13:06:09,24.1667,72.4333,90.1,60,100,0.58
487,Anloga,GH,2021-09-08 13:06:09,5.7947,0.8973,80.46,76,77,13.53
488,Hobyo,SO,2021-09-08 13:06:10,5.3505,48.5268,80.62,74,14,28.9
489,Hami,CN,2021-09-08 13:06:10,42.8,93.45,85.41,10,0,6.76
490,Moerai,PF,2021-09-08 13:06:10,-22.4333,-151.3333,71.73,75,53,17.67
491,Palmer,US,2021-09-08 13:06:11,42.1584,-72.3287,73.72,78,6,4.0
492,Salalah,OM,2021-09-08 13:06:11,17.0151,54.0924,82.49,89,90,11.5
493,Formosa Do Rio Preto,BR,2021-09-08 13:06:11,-11.0483,-45.1931,88.2,26,5,9.6
494,Panaba,MX,2021-09-08 13:06:11,21.2833,-88.2667,78.17,87,86,7.58
495,Kandrian,PG,2021-09-08 13:06:12,-6.2167,149.55,76.28,95,100,16.91
496,Huarmey,PE,2021-09-08 13:06:12,-10.0681,-78.1522,62.85,84,95,7.27
497,Leshukonskoye,RU,2021-09-08 13:06:12,64.8989,45.7622,44.71,98,100,6.93
498,Sale,MA,2021-09-08 13:06:13,34.0389,-6.8166,79.48,65,40,9.22
499,Lukulu,ZM,2021-09-08 13:06:13,-14.3707,23.242,98.98,8,3,6.2
500,Brae,GB,2021-09-08 13:06:13,60.3964,-1.353,57.11,81,100,10.11
501,Kulhudhuffushi,MV,2021-09-08 13:06:13,6.6221,73.07,82.81,70,37,10.04
502,Marawi,PH,2021-09-08 13:06:14,7.9986,124.2928,65.64,92,88,5.55
503,Rocha,UY,2021-09-08 13:06:14,-34.4833,-54.3333,56.5,96,100,20.4
504,Lazaro Cardenas,MX,2021-09-08 13:06:14,17.9583,-102.2,75.16,88,88,5.28
505,Udachnyy,RU,2021-09-08 13:06:14,66.4167,112.4,55.54,57,100,5.19
506,Henties Bay,NA,2021-09-08 13:06:15,-22.116,14.2845,61.86,67,3,7.9
507,Chernyshevskiy,RU,2021-09-08 13:06:15,63.0128,112.4714,49.5,72,49,0.38
508,Ixtapa,MX,2021-09-08 13:06:16,20.7,-105.2,75.22,100,90,3.44
509,Macusani,PE,2021-09-08 13:06:16,-14.0833,-70.4333,42.39,65,100,2.35
510,Hvolsvollur,IS,2021-09-08 13:06:16,63.7533,-20.2243,52.47,71,99,7.38
511,Carballo,ES,2021-09-08 13:06:16,43.213,-8.691,74.91,84,53,8.81
512,Hay River,CA,2021-09-08 13:03:15,60.8156,-115.7999,49.68,89,100,6.98
513,Ust-Nera,RU,2021-09-08 13:06:17,64.5667,143.2,34.99,68,7,6.13
514,Quebec,CA,2021-09-08 13:05:01,46.8123,-71.2145,62.2,85,75,3.0
515,Tolaga Bay,NZ,2021-09-08 13:06:17,-38.3667,178.3,44.6,88,16,14.79
516,Pacific Grove,US,2021-09-08 13:06:17,36.6177,-121.9166,65.43,94,90,1.99
517,Amfiklia,GR,2021-09-08 13:06:18,38.6333,22.5833,66.33,79,100,5.44
518,Miranda,CO,2021-09-08 13:06:18,3.2499,-76.2281,68.13,81,43,2.21
519,Khlung,TH,2021-09-08 13:06:18,12.4547,102.2214,76.17,95,100,1.57
520,Serebryanyy Bor,RU,2021-09-08 13:06:18,56.8,124.8,50.83,89,100,2.39
521,Bosansko Grahovo,BA,2021-09-08 13:05:08,44.1794,16.3639,71.85,23,30,4.76
522,Newport,GB,2021-09-08 13:01:58,51.5877,-2.9984,85.17,62,100,11.88
523,Port Shepstone,ZA,2021-09-08 13:06:19,-30.7414,30.455,66.31,68,0,17.6
524,Mantua,IT,2021-09-08 13:06:19,45.1667,10.7833,86.49,37,6,8.01
525,Comodoro Rivadavia,AR,2021-09-08 13:03:11,-45.8667,-67.5,53.46,50,0,13.8
526,Pacasmayo,PE,2021-09-08 13:06:20,-7.4006,-79.5714,62.8,84,67,5.61
527,Vangaindrano,MG,2021-09-08 13:06:20,-23.35,47.6,74.86,71,6,12.19
528,Ewa Beach,US,2021-09-08 13:01:49,21.3156,-158.0072,76.69,82,0,13.6
529,Beyneu,KZ,2021-09-08 13:06:20,45.3167,55.2,68.58,15,0,13.67
530,Bilma,NE,2021-09-08 13:06:21,18.6853,12.9164,102.94,20,11,3.15
531,Axim,GH,2021-09-08 13:06:21,4.8699,-2.2405,81.99,72,67,9.57
532,Vagur,FO,2021-09-08 13:06:21,61.4732,-6.8119,51.67,96,100,11.97
533,Terrace Bay,CA,2021-09-08 13:06:22,48.7834,-87.1,54.1,85,100,21.12
534,Danilov,RU,2021-09-08 13:06:22,58.1908,40.1717,54.34,83,100,12.55
535,Hofn,IS,2021-09-08 13:06:22,64.2539,-15.2082,48.92,80,10,5.01
536,Porto Santo,PT,2021-09-08 13:02:04,33.072,-16.3415,79.18,61,20,10.36
537,Chapais,CA,2021-09-08 13:06:23,49.7834,-74.8492,53.38,95,100,10.92
538,Gazanjyk,TM,2021-09-08 13:06:23,39.2446,55.5154,87.28,26,0,12.06
539,Mabama,TZ,2021-09-08 13:06:24,-5.1333,32.5333,91.2,19,98,5.82
540,Olavarria,AR,2021-09-08 13:06:24,-36.8927,-60.3225,51.85,95,100,18.81
541,Nishihara,JP,2021-09-08 13:06:24,26.1842,127.7558,83.48,74,20,4.61
542,Cabo San Lucas,MX,2021-09-08 13:04:19,22.8909,-109.9124,81.52,81,25,3.0
543,Yola,NG,2021-09-08 13:06:25,9.2,12.4833,91.58,47,68,2.01
544,Sambava,MG,2021-09-08 13:06:26,-14.2667,50.1667,75.67,67,34,12.71
545,Aquiraz,BR,2021-09-08 13:06:26,-3.9014,-38.3911,87.89,59,33,16.49
546,Tiznit,MA,2021-09-08 13:06:26,29.5833,-9.5,100.35,16,90,5.97
547,Camabatela,AO,2021-09-08 13:06:27,-8.1881,15.375,85.93,36,69,2.82
548,Macheng,CN,2021-09-08 13:06:27,31.1783,115.0319,74.44,72,73,2.42
549,Fare,PF,2021-09-08 13:06:28,-16.7,-151.0167,78.24,79,12,16.33
550,Berlevag,NO,2021-09-08 13:06:28,70.8578,29.0864,42.75,75,75,13.8
551,Lingao,CN,2021-09-08 13:06:28,19.9103,109.6859,81.05,82,21,11.16
552,Port Hawkesbury,CA,2021-09-08 13:06:29,45.6169,-61.3485,69.19,77,1,1.99
553,Obo,CF,2021-09-08 13:06:29,5.3998,26.4869,88.45,45,84,4.72
554,Port Augusta,AU,2021-09-08 13:06:29,-32.5,137.7667,56.71,30,0,7.9
555,Rawson,AR,2021-09-08 13:06:30,-43.3002,-65.1023,53.1,80,5,10.89
556,Olafsvik,IS,2021-09-08 13:06:30,64.8945,-23.7142,50.86,68,99,18.21
557,Arrecife,ES,2021-09-08 13:06:31,28.963,-13.5477,87.78,48,0,18.41
558,East London,ZA,2021-09-08 13:06:31,-33.0153,27.9116,68.68,40,3,6.67
559,Tumaco,CO,2021-09-08 13:06:31,1.7986,-78.8156,76.37,90,99,6.87
560,Harer,ET,2021-09-08 13:06:32,9.3094,42.1258,64.89,79,94,3.47
561,Dunedin,NZ,2021-09-08 13:06:32,-45.8742,170.5036,50.81,46,100,3.0
562,Boa Vista,BR,2021-09-08 13:06:32,2.8197,-60.6733,85.98,62,0,10.36
563,Damietta,EG,2021-09-08 13:06:33,31.4165,31.8133,85.08,57,0,12.97
564,Moose Factory,CA,2021-09-08 13:06:33,51.2585,-80.6094,55.38,100,90,10.36
565,Bandarbeyla,SO,2021-09-08 13:06:33,9.4942,50.8122,82.06,66,98,33.17
566,General Jose Eduvigis Diaz,PY,2021-09-08 13:06:33,-27.1667,-58.4167,65.05,81,100,13.4
567,Vrsac,RS,2021-09-08 13:06:34,45.1167,21.3036,78.62,29,0,10.36
568,Strezhevoy,RU,2021-09-08 13:06:34,60.7333,77.5889,49.98,65,100,3.49
569,Sistranda,NO,2021-09-08 13:06:34,63.7256,8.834,54.9,92,100,11.61
570,Campo Alegre,BR,2021-09-08 13:04:55,-9.7819,-36.3508,81.68,61,48,13.06
571,Fairbanks,US,2021-09-08 13:06:34,64.8378,-147.7164,48.31,86,20,0.0
572,Daru,PG,2021-09-08 13:06:35,-9.0763,143.2092,76.48,82,100,22.75
573,Portsmouth,GB,2021-09-08 13:01:40,50.799,-1.0913,86.49,72,93,13.58
574,San Pedro,PH,2021-09-08 13:06:35,14.35,121.0167,79.11,90,100,10.83
575,Pak Phanang,TH,2021-09-08 13:06:35,8.3511,100.202,81.25,75,100,9.66
576,Takoradi,GH,2021-09-08 13:06:36,4.8845,-1.7554,80.69,78,99,10.27
577,Havre-Saint-Pierre,CA,2021-09-08 13:06:36,50.2334,-63.5986,57.16,84,84,4.16
578,Aksarka,RU,2021-09-08 13:06:36,66.5606,67.7975,47.68,54,53,11.39
579,Angoche,MZ,2021-09-08 13:06:37,-16.2325,39.9086,78.58,63,85,11.01
580,Roznava,SK,2021-09-08 13:06:37,48.6601,20.5376,75.58,35,7,4.25
581,Teacapan,MX,2021-09-08 13:06:37,22.55,-105.75,76.69,89,100,2.77
582,Bud,US,2021-09-08 13:06:37,39.447,-86.1758,69.22,89,37,6.08
583,Swan Hill,AU,2021-09-08 13:06:38,-35.3378,143.5544,51.84,62,7,7.94
584,Kempele,FI,2021-09-08 13:06:38,64.9131,25.5034,63.12,77,0,16.11
585,Jumla,NP,2021-09-08 13:06:39,29.2747,82.1838,62.62,94,73,2.39
586,Springbok,ZA,2021-09-08 13:06:39,-29.6643,17.8865,74.48,10,0,13.71
587,Alice Springs,AU,2021-09-08 13:03:32,-23.7,133.8833,58.55,23,0,8.05
588,Coromandel,BR,2021-09-08 13:06:39,-18.4733,-47.2003,82.74,31,0,14.18
589,Los Llanos De Aridane,ES,2021-09-08 13:06:39,28.6585,-17.9182,78.55,82,20,11.5
590,Lakhimpur,IN,2021-09-08 13:06:40,27.95,80.7667,83.97,73,25,6.62
